slug,name,side,effect_raw
chilling-touch,Chilling Touch,front,"Banish a card at random from target opponent's memory. Return that card to their memory at the beginning of their next end phase.

Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
modulating-cadence,Modulating Cadence,front,"[Class Bonus] This card costs 1 less to activate for each Animal ally you control.

Look at the top eight cards of your deck. You may reveal a Harmony or Melody card from among them and put it into your hand. Put the rest on the bottom of your deck in any order."
rapid-reload,Rapid Reload,front,"[Class Bonus] Efficiency (This card costs LV less to activate. LV refers to your champion's level. Apply this effect only if your champion's class matches this card's class.)

Materialize a Bullet card from your material deck."
spectral-diffusion,Spectral Diffusion,front,"This card costs 1 less to activate for each of up to two ephemeral objects you control.

Your champion and ephemeral objects you control gain spellshroud until end of turn. (Objects with spellshroud can’t be targeted by Spells.)"
meteor-strike,Meteor Strike,front,"Starcalling — (3) 

As long as Meteor Strike is being starcalled, it has “Deal 3 damage to all units except for your champion.” Otherwise, it has “Destroy target non-champion object.”"
xia-hou-dun-gloryseeker,"Xia Hou Dun, Gloryseeker",front,"Ranged 2 (As long as this unit is distant, its attacks get +2 POWER.)

[Class Bonus] As long as you control a Sword or Bow weapon, Xia Hou Dun gets +1 POWER. (Apply this effect only if your champion's class matches this card's class.)"
deep-sea-beastbonder,Deep Sea Beastbonder,front,"Your champion gets +1 level as long as you control an Animal or Beast ally. 

[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
pluming-crescendo,Pluming Crescendo,front,"Harmonize — If you've activated a Melody card this turn, summon two Fledgling tokens.

Animals you control get +1 POWER until end of turn."
repelling-palmblast,Repelling Palmblast,front,"Return all allies with 2 POWER or less to their owner's memories.

Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
adept-swordmaster,Adept Swordmaster,front,"Intercept (Whenever your champion is attacked while this ally is awake, you may redirect that attack to this ally.) 

[Class Bonus] Weapons you control get +1 POWER. (Apply this effect only if your champion's class matches this card's class.)"
sunken-battle-priest,Sunken Battle Priest,front,"[Class Bonus] Other ephemeral allies you control get +1POWER.

Ephemerate — (3), Banish a card with floating memory from your graveyard. (You may activate this card from your graveyard by paying this cost. Ally cards played this way become ephemeral as they enter the field.)"
prima-materia,Prima Materia,front,"[Arisanna Bonus] Brew — Four Herbs with different names

REST: Draw a card into your memory. If Prima Materia was brewed, the next time an astra element source you control would deal damage to one or more units this turn, it deals that much damage plus 3 to those units instead."
poised-bowman,Poised Bowman,front,"Ranged 3 (As long as this unit is distant, its attacks get +3 POWER.)

On Enter: Poised Bowman gains vigor until end of turn. (At the beginning of the end phase, wake up this ally with vigor.)"
dewdrop-hares,Dewdrop Hares,front,"[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost. Apply this effect only if your champion's class matches this card's class.)"
thronekeeper-bullfrog,Throne-Keeper Bullfrog,front,"Taunt (While awake, this ally must be targeted before other objects you control during your opponents' attack declarations if able.)

Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
reflect-the-skies,Reflect the Skies,front,"[Class Bonus] This card costs 1 less to activate. 

Put the bottom four cards of your deck on top of your deck in a random order. Glimpse 2."
apprentice-aeromancer,Apprentice Aeromancer,front,"[Class Bonus] On Enter: Empower 2. (The next Spell card you activate this turn activates and resolves as if your champion got +2 level.)

[Class Bonus] Whenever you activate a wind element Spell card, Apprentice Aeromancer gets +1 POWER until end of turn."
rose-eternal-paragon,"Rose, Eternal Paragon",front,"Intercept, True Sight

[Class Bonus] Fast Activation (You may activate this card at fast speed.)

[Level 2+] On Enter: You may change the target of an attack to Rose. If you do, Rose gets +1 LIFE until end of turn."
rousing-slam,Rousing Slam,front,[Class Bonus] [Level 2+] On Attack: The attacker gains vigor and taunt until the beginning of your next turn. (Units with vigor wake up at the beginning of your end phase.)
drowned-cut,Drowned Cut,front,"[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost. Apply this effect only if your champion's class matches this card's class.)"
primeval-ritual,Primeval Ritual,front,"As an additional cost to activate this card, sacrifice an ally. 

Return target wind element card from your graveyard to your memory."
torrential-blast,Torrential Blast,front,"[Class Bonus] Put the top two cards of your deck into your graveyard. (Apply this effect only if your champion's class matches this card's class.)

Deal an amount of damage to up to one target ally equal to the amount of water element cards in your graveyard."
refracted-twilight,Refracted Twilight,front,"Brew — Two Silvershine, Three Herbs

Banish Refracted Twilight: The next time you activate an ability of target Potion this turn, copy that ability twice. You may choose new targets for those copies."
razorblade-execution,Razorblade Execution,front,"Imbue 3 (You may reserve all cards revealed as you activate this card. If at least three of them are wind element, this card becomes imbued.)

[Class Bonus] On Kill: If Razorblade Execution is imbued, put a preparation counter on your champion."
shimmercloak-assassin,Shimmercloak Assassin,front,Stealth (This unit can't be targeted by attacks unless permitted by true sight.)
fishing-accident,Fishing Accident,front,"Prepare 2 (You may remove two preparation counters from your champion as you activate this card.)

Rest target ally. If Fishing Accident was prepared, put that ally on the bottom of its owner's deck instead."
stargazers-portent,Stargazer's Portent,front,"[Class Bonus] This card costs 1 less to activate.

The next time you starcall a card this turn, copy that activation. You may choose new targets for the copy."
weaving-manastream,Weaving Manastream,front,"Your champion becomes distant.

[Class Bonus] Floating Memory 

[Diana Bonus] [Element Bonus] Whenever this card is banished from your graveyard to pay for a memory cost, you may load it into an Aetherwing weapon you control."
axis-gale-scholar,Axis Gale Scholar,front,"As long as your Shifting Currents face North, Axis Gale Scholar gets +2 POWER.

As long as your Shifting Currents face South, allies you control get +1 LIFE."
freeze-stiff,Freeze Stiff,front,"Rest up to two target allies. If either of those allies are attacking, negate their attacks and end the combat phase. Class Bonus: Those allies don't wake up during their controller's next wake up phase. (Apply the additional effect only if your champion's class matches this card's class.)"
aethers-embrace,Aether's Embrace,front,"Target unit becomes distant. If that unit is a defending Ranger ally, wake it up and it gets +2POWER and +2LIFE until end of turn.

You may load Aether's Embrace into an Aetherwing weapon you control."
rearing-rebound,Rearing Rebound,front,"Suppress target ally. (To suppress an ally, banish it and return it to the field under its owner's control at the beginning of the next end phase.)

Equestrian — If you control a Horse ally, draw a card into your memory."
spellshield-wind,Spellshield: Wind,front,"[Class Bonus] This card costs 1 less to activate. 

The next time damage would be dealt to your champion this turn, prevent that damage. If 3 or more damage was prevented this way, put a buff counter on an ally you control."
bagua-of-cardinal-fate,Bagua of Cardinal Fate,front,"Depending on your Shifting Currents' direction—
• North— Put a buff counter on an ally you control.
• South— Return an ally you control to your owner's hand.
• West— Glimpse 3. Draw a card.
• East— Wake up each defending ally. They each get +2 POWER until end of turn."
twilight-slime,Twilight Slime,front,"Pride 3

[Class Bonus] Your champion and other Slime objects you control have spellshroud. (Units with spellshroud can’t be targeted by Spells.)"
rebounding-gust,Rebounding Gust,front,"This card costs 2 less to activate as long as it's targeting an attacking ally.
Return target ally to its owner's memory."
freezing-hail,Freezing Hail,front,Deal 2 damage to target unit. That unit doesn't wake up during its controller's next wake up phase.
armed-squallguard,Armed Squallguard,front,"As long as you have one or more attack omens, Armed Squallguard gets +1POWER.

As long as you have one or more ally omens, Armed Squallguard gets +1LIFE."
vanishing-shot,Vanishing Shot,front,"REST: Load Vanishing Shot into target unloaded Gun weapon you control.

On Ally Hit: You may return the hit ally to its owner's memory."
beseeching-flourish,Beseeching Flourish,front,[Jin Bonus] On Hit: Materialize a Polearm weapon card from your material deck. (Apply this effect only if your champion is Jin. You still pay the costs for the materialization.)
atmos-armor-type-ares,Atmos Armor Type-Ares,front,"On Enter: Summon two Atmos Shield tokens.

[Class Bonus] Atmos Armor Type-Ares gets +1 POWER for each ally named Atmos Shield you control."
atmos-shield,Atmos Shield,front,"REST: The next time target neos element unit would take non-combat damage this turn, prevent 2 of that damage.

Whenever another neos element unit you control is targeted for an attack, you may change the target of that attack to this ally."
veiled-dash,Veiled Dash,front,"[Class Bonus] This card costs 2 less to activate.

Up to two target units become distant, then reveal any amount of wind element cards from your memory. Prevent the next X damage that would be dealt to each of those units this turn where X is the amount of wind element cards revealed this way."
brisk-windtrotter,Brisk Windtrotter,front,"On Enter: Put a buff counter on another target ally you control. (Allies get +1 POWER and +1 LIFE for each buff counter on them.)

[Level 2+] On Enter: Put a buff counter on another target ally you control. (Apply this effect only if your champion is level 2 or higher.)"
rilewind-sentinel,Rilewind Sentinel,front,"[Class Bonus] Foster (At the beginning of your recollection phase, if this ally hasn’t been dealt damage since the end of your previous turn, it becomes fostered.) 

As long as Rilewind Sentinel is fostered, allies you control have vigor."
frozen-nova,Frozen Nova,front,"[Class Bonus] Efficiency (This card costs LV less to activate. LV refers to your champion's level.)

Deal 1 damage to all allies and rest them. Those allies don't wake up during their controller's next wake up phase."
sage-protection,Sage Protection,front,"Up to three target allies get +1 LIFE until end of turn.

[Class Bonus] Put an enlighten counter on your champion. (You may remove three enlighten counters from your champion to draw a card.)"
cyclical-breeze,Cyclical Breeze,front,"[Class Bonus] This card costs 2 less to activate. (Apply this effect only if your champion's class matches this card's class.)

Return target wind element Spell card from your graveyard to your hand."
whirlwind-vizier,Whirlwind Vizier,front,"[Class Bonus] Whirlwind Vizier gets +1 LIFE. (Apply this effect only if your champion's class matches this card's class.)

(3), REST, Sacrifice Whirlwind Vizier: Destroy target non-Fractal phantasia."
giant-tortoise,Giant Tortoise,front,
briar-schwartz-king,"Briar, Schwartz King",front,"Hindered, Spellshroud, Stealth

Briar can't wake up."
blade-of-creation,Blade of Creation,front,"[Class Bonus] This card costs 1 less to activate for each token object you control.

Cleave (Attack all units a chosen opponent controls. This attack can’t be intercepted.)"
give-bath,Give Bath,front,"Remove all temporary damage from target ally.

[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
charging-galeshot,Charging Galeshot,front,Return target attacking ally to its owner's memory. Then you may load Charging Galeshot into an Aetherwing weapon you control.
squallbind-pounce,Squallbind Pounce,front,"Imbue 2 (You may reserve all cards revealed as you activate this card. If at least two of them are wind element, this card becomes imbued.)

Up to one target Ranger unit becomes distant.

If Squallbind Pounce is imbued, suppress up to one target attacking ally."
wildgrowth-elixir,Wildgrowth Elixir,front,"Brew — Two Herbs

At the beginning of your recollection phase, put an age counter on Wildgrowth Elixir.

Sacrifice Wildgrowth Elixir: Put X buff counters on target ally, where X is the amount of age counters on Wildgrowth Elixir."
bolster-ranks,Bolster Ranks,front,"[Class Bonus] This card costs 1 less to activate.

Choose one—
• Summon an Automaton Drone token with a buff counter on it. 
• Put a buff counter on each ally you control."
dilu-auspicious-charger,"Dilu, Auspicious Charger",front,"Pride 3 (This ally won't obey you unless your champion is level 3 or higher. You can't attack with, intercept with, or activate abilities of allies that don't obey you.)

As long as you control a wind element unique Human ally, Dilu loses pride and has vigor."
winbless-arbalest,Winbless Arbalest,front,"Ranged 2 (As long as this unit is distant, its attacks get +2 POWER.)

[Class Bonus] Vigor (This unit wakes up at the beginning of your end phase. Apply this effect only if your champion's class matches this card's class.)"
glacial-guidance,Glacial Guidance,front,"Rest target ally. If that ally is attacking, end the combat phase.

[Class Bonus] Put an enlighten counter on your champion. (You may remove three enlighten counters from your champion to draw a card.)"
stifling-trap,Stifling Trap,front,"[Class Bonus] If it's not your turn, you may remove two preparation counters from your champion to activate this card from your memory without paying its reserve cost.

Deal 2 damage to target ally, then negate all on enter triggers from that ally."
chrysalis-hazy-caterpillar,"Chrysalis, Hazy Caterpillar",front,"Fast Activation

[Ciel Bonus] On Enter: As a Spell, if you have two or more wind element omens, suppress another target ally, item, or weapon."
convoking-slime,Convoking Slime,front,"Pride 3

[Class Bonus] At the beginning of your recollection phase, summon a copy of Convoking Slime rested. (Counters on this ally are not copied.)"
imbue-in-frost,Imbue in Frost,front,"Target Sword weapon you control gets +2 POWER until end of turn. 

[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
fairy-whispers,Fairy Whispers,front,"Glimpse 3. (To glimpse, look at that many cards from the top of your deck. Put those cards back on the top or on the bottom of your deck in any order.)

Reveal the top card of your deck. If that card is wind element, put it into your hand."
winbless-gatekeeper,Winbless Gatekeeper,front,"Taunt (While awake, this ally must be targeted before other units you control during your opponents' attack declarations if able.)

On Enter: You may pay (2). When you do, put a buff counter on target Guardian ally you control."
sword-saint-of-eveswind,Sword Saint of Eveswind,front,"[Class Bonus] On Enter: If Sword Saint of Eveswind entered from a banishment, put two buff counters on it."
effluve-guard,Effluve Guard,front,"[Ciel Bonus] As long as this card is an omen, allies named Vacuous Servants you control have vigor. (Apply this effect only if your champion is Ciel.)"
cordelia-aurous-kaiser,"Cordelia, Aurous Kaiser",front,"On Enter: Summon two Automaton Drone tokens. 

[Class Bonus] Token objects you control have reservable. (While paying for a reserve cost, you may rest objects with reservable to pay for 1 of that cost.)"
intrepid-highwayman,Intrepid Highwayman,front,"Intercept (When your champion is attacked while this ally is awake, you may redirect that attack to this ally.)

As long as Intrepid Highwayman is retaliating, it gets +3 POWER.

[Class Bonus] Floating Memory"
sylphs-envelopment,Sylph's Envelopment,front,"Banish target ally you control, then return it to the field under its owner's control rested. If that ally is a phantasia, it enters the field with an additional buff counter on it."
winds-of-retribution,Winds of Retribution,front,"[Class Bonus] [Level 2+] This card costs 2 less to activate. (Apply this effect only if your champion's class matches this card's class and only if your champion is level 2 or higher.)

Allies you control get +2 POWER until end of turn."
echoic-guard,Echoic Guard,front,"[Class Bonus] This card costs 1 less to activate.

Prevent the next 2 damage that would be dealt to target ally this turn. Then you may pay (X) where X is that ally’s reserve cost. If you do, summon a token copy of that ally."
expeditious-opening,Expeditious Opening,front,"The next ally card you activate this turn can be activated as though it had fast activation.

Draw a card into your memory."
favorable-omens,Favorable Omens,front,"For each wind element omen you have, allies you control get +1LIFE until end of turn."
usurp-the-winds,Usurp the Winds,front,"Up to one target ally gets +1 POWER and +1 LIFE until end of turn.

[Kongming Bonus] You may change the direction of your Shifting Currents to a different direction of your choice. When you change it from facing West to South this way, draw a card."
young-peacekeeper,Young Peacekeeper,front,"Foster (At the beginning of your recollection phase, if this ally hasn’t been dealt damage since the end of your previous turn, it becomes fostered.) 

Young Peacekeeper gets +1 POWER and +1 LIFE as long as it's fostered.

[Class Bonus] Floating Memory"
lakeside-serpent,Lakeside Serpent,front,"Pride 6 (This ally won't obey you unless your champion is level 6 or higher.)

[Class Bonus] Lakeside Serpent gets +1 POWER for each water element card in your graveyard. (Apply this effect only if your champion's class matches this card's class.)"
fraternal-garrison,Fraternal Garrison,front,"[Jin Bonus] Whenever another ally enters the field under your control, Fraternal Garrison gets +1 POWER until end of turn. (Apply this effect only if your champion is Jin.)"
curse-amplification,Curse Amplification,front,"[Diana Bonus] This card costs 3 less to activate.

If your champion has twenty or more damage counters on them, recover 4.

For the rest of the game, Curse cards in lineages have “Inherited Effect: At the beginning of your recollection phase, deal 1 unpreventable damage to this object.”"
whirlwind-reaper,Whirlwind Reaper,front,"At the beginning of your end phase, you may remove a preparation counter from your champion. If you do, wake up Whirlwind Reaper."
galewhisper-rogue,Galewhisper Rogue,front,[Class Bonus] Stealth (This unit can't be targeted by attacks unless permitted by true sight. Apply this effect only if your champion's class matches this card's class.)
galed-erasure,Galed Erasure,front,"Destroy target ephemeral object.

Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
lunete-frostbinder-priest,"Lunete, Frostbinder Priest",front,"Allies your opponents control enter the field rested.

Balance — Lunete gets +3 LIFE as long as the amount of cards in your hand and memory are equal."
debilitating-grasp,Debilitating Grasp,front,"[Class Bonus] On Champion Hit: Put Debilitating Grasp on the bottom of the hit champion’s lineage.

Inherited Effect: The first card you activate each turn costs 1 more to activate."
astarte-celestial-dawn,"Astarte, Celestial Dawn",front,"[Class Bonus] Fast Activation (You may activate this card at fast speed.)

If an object would enter the field under an opponent's control from anywhere except from the effects stack, banish it face down instead."
whirlwind-threads,Whirlwind Threads,front,"Put a quest counter on your champion. 
If an object was suppressed this turn, put Whirlwind Threads into your memory."
astra-sight,Astra Sight,front,"Starcalling — (0) (As you're looking at this card while glimpsing, you may activate it by paying this cost. If you do, put all other cards you're looking at on the bottom of your deck in any order.)

Glimpse 1, then draw a card."
mind-freeze,Mind Freeze,front,"Banish LV cards at random from target opponent's memory. Return those cards to their memory at the beginning of their next end phase. (LV refers to your champion's level.)

[Class Bonus] Floating Memory"
ghost-hunter,Ghost Hunter,front,"Ranged 2 (As long as this unit is distant, its attacks get +2POWER.) 

As long as Ghost Hunter is attacking an ephemeral ally, it gets +3POWER."
expunge,Expunge,front,"As an additional cost to activate this card, discard a Curse card from a champion’s lineage.

Deal X damage to all units where X is the reserve cost of the discarded card."
guan-yu-prime-exemplar,"Guan Yu, Prime Exemplar",front,"As long as a Human ally you controlled has died this turn, this card costs 2 less to activate and you may activate it as though it had fast activation.

Ambush, Retort 2"
wildgrowth-fatestone,Wildgrowth Fatestone,front,"[Guo Jia Bonus] Whenever another wind element object enters the field under your control, put a buff counter on Wildgrowth Fatestone. Then if there are six or more buff counters on Wildgrowth Fatestone, you may transform it."
elder-mandrill,Elder Mandrill,back,
longtail-grovesward,Longtail Grovesward,front,"Fast Activation (You may activate this card at fast speed.)

[Level 1+] Longtail Grovesward gets +1LIFE."
mist-resonance,Mist Resonance,front,"Allies you control get +1 LIFE until end of turn.

[Class Bonus] Harmonize — If you've activated a Melody card this turn, allies you control assign damage with their life stat instead of power stat until end of turn."
infusion-of-crescent-jade,Infusion of Crescent Jade,front,"Target Polearm weapon gets +1 POWER until end of turn for each wind element non-champion object you control.

[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
astral-seal,Astral Seal,front,"[Class Bonus] This card costs 3 less to activate if it targets an activation of a card with the same name as a card in any banishment.

Negate target card activation. Banish the card that had its activation negated this way."
final-stroke,Final Stroke,front,"Prepare 3

[Class Bonus] On Champion Hit: If Final Stroke was prepared and there are twenty or more damage counters on the hit champion, destroy the hit champion."
wildheart-hymn,Wildheart Hymn,front,"Until end of turn, whenever an Animal enters the field under your control, put a buff counter on it. (Allies get +1 POWER and +1 LIFE for each buff counter on them.)"
gloamspire-sniper,Gloamspire Sniper,front,"Ranged 4, True Sight

[Class Bonus] On Kill: Generate a Creeping Torment card and put it on the bottom of target champion’s lineage. (To generate, add that card from outside of the game.)"
celestial-calling,Celestial Calling,front,"[Class Bonus] This card costs 2 less to activate.

Reveal cards from the top of your deck until you reveal an astra element Spell card. Banish that card and put the rest on the bottom of your deck in a random order. At the beginning of your next recollection phase, you may activate the banished card without paying its reserve cost."
landscape-corsair,Landscape Corsair,front,[Kongming Bonus] On Enter: You may change the direction of your Shifting Currents to a different direction of your choice. (Apply this effect only if your champion is Kongming.)
mistbound-cutthroat,Mistbound Cutthroat,front,"[Level 3+] Whenever another ally card enters your graveyard from your deck, return Mistbound Cutthroat from your graveyard to the field rested."
noble-dissolution,Noble Dissolution,front,"(Exalted — This element is enabled for you as long as you have another advanced element enabled.)

Destroy up to three target phantasias."
mistbound-watcher,Mistbound Watcher,front,"[Class Bonus] At the beginning of your end phase, put an enlighten counter on your champion. (You may remove three enlighten counters from your champion to draw a card. Apply this effect only if your champion's class matches this card's class.)"
nocturnal-blossom,Nocturnal Blossom,front,"Stealth (This unit can't be targeted by attacks unless permitted by true sight.)

At the beginning of your end phase, recover 1. (To recover, remove that many damage counters from your champion.)"
ominous-shadow,Ominous Shadow,front,"Unblockable (This unit’s attacks can’t be intercepted and ignores taunt.)

If damage would be dealt to Ominous Shadow, prevent 3 of that damage.

Ominous Shadow may only declare attacks against units your champion has dealt combat damage to this turn."
winds-of-destiny,Winds of Destiny,front,"You may rest two Fatestones you control rather than pay this card's reserve cost.

Suppress target ally, item, or weapon. (To suppress an object, banish it and return it to the field under its owner's control at the beginning of the next end phase.)"
claude-fated-visionary,"Claude, Fated Visionary",front,"On Enter: Put the top LV cards of your deck into your graveyard. Then return up to two Automaton ally cards from your graveyard to your memory.

Automaton allies you control have taunt and ""On Death: Glimpse 3."""
liu-bei-oathkeeper,"Liu Bei, Oathkeeper",front,"Ranged 2

Whenever another unit you control becomes distant, Liu Bei becomes distant. (Units stay distant until the end of their controller's turn.)"
wulin-lancer,Wulin Lancer,front,"Whenever your Shifting Currents change from facing North to West, Wulin Lancer gets +2 POWER until end of turn."
ouragan-sentinel,Ouragan Sentinel,front,[Ciel Bonus] On Enter: Summon a Vacuous Servant token. (Apply this effect only if your champion is Ciel.)
cometfall,Cometfall,front,"Starcalling — (2) (As you're looking at this card while glimpsing, you may activate it by paying this cost. If you do, put all other cards you're looking at on the bottom of your deck in any order.)

Deal 3 damage to all non-astra element units. Class Bonus: Deal 4 damage to those units instead."
nia-mistveiled-scout,"Nia, Mistveiled Scout",front,"[Class Bonus] Stealth (This unit can't be targeted by attacks unless permitted by true sight.)

On Enter: Look at target opponent's memory, then choose any card name. 

Cards with the chosen name cost 1 more to play."
penumbral-waltz,Penumbral Waltz,front,"As an additional cost to activate this card, remove X preparation counters from your champion. 

Prevent the next X+3 damage that would be dealt to your champion this turn. 

[Tristan Bonus] If X is 3 or greater, summon two Ominous Shadow tokens."
arcane-blast,Arcane Blast,front,"Efficiency (This card costs LV less to activate. LV refers to your champion's level.)

Deal 11 damage to target champion."
pipers-lullaby,Piper's Lullaby,front,"If you control an Animal or Beast ally, your champion gets +1 level until end of turn.

[Class Bonus] Rest up to one target ally. (Apply this effect only if your champion's class matches this card's class.)"
poisonous-breezecap,Poisonous Breezecap,front,"If Poisonous Breezecap would be suppressed, you may sacrifice it instead. If you do, each opponent banishes a card at random from their memory.

On Enter: Draw a card into your memory."
possessed-remnant,Possessed Remnant,front,[Tristan Bonus] On Death: Summon an Ominous Shadow token and recover 3. (Apply this effect only if your champion is Tristan.)
materialize-polearm,Materialize Polearm,front,"[Class Bonus] This card costs 1 less to activate. (Apply this effect only if your champion's class matches this card's class.)

Materialize a Polearm card from your material deck. (You still pay its costs.)"
condensed-supernova,Condensed Supernova,front,"Brew — One Silvershine, Two Adjuvants, Two Catalysts

Sacrifice Condensed Supernova: Deal LV damage to all non-astra element units. Glimpse 4. (LV refers to your champion's level.)"
restorative-slash,Restorative Slash,front,"On Attack: Recover 3.  (To recover, remove that many damage counters from your champion.)"
purging-tempest,Purging Tempest,front,"Until end of turn, if one or more cards would enter target player's graveyard from anywhere except the field, banish them instead."
powered-armsmaster,Powered Armsmaster,front,"Ranged 3

[Class Bonus] Whenever you sacrifice a Powercell, Powered Armsmaster becomes distant.

On Death: Summon a Powercell token."
potion-infusion-starlight,Potion Infusion: Starlight,front,"[Class Bonus] Starcalling — (1)

Rest target Potion. If you do, it gains ""On Sacrifice: Until end of turn, your champion gets +4 level"" until end of turn. (This trigger would resolve before the Potion's ability.)"
oath-of-the-sakura,Oath of the Sakura,front,"Put a buff counter on each ally you control.

If you control exactly three allies that are all unique, they each get +2 POWER until end of turn."
harbinger-of-lightning,Harbinger of Lightning,front,"As long as you control an arcane element Shenju ally, ignore this card's elemental requirements as you activate it. 

[Class Bonus] On Death: Banish Harbinger of Lightning, and a card at random from your memory. When you do, as a Spell, deal X damage to target champion where X is the total reserve cost of the banished cards."
revitalizing-cleanse,Revitalizing Cleanse,front,"Reveal all cards in your memory. Recover X where X is the amount of water element cards revealed this way. Draw a card. (To recover, remove that many damage counters from your champion.)"
quadrilles-gryphon,Quadrille's Gryphon,front,"Whenever you activate a Melody or Harmony card, put a buff counter on Quadrille's Gryphon. (Allies get +1POWER and +1LIFE for each buff counter on them.)"
phalanx-captain,Phalanx Captain,front,"[Class Bonus] This card costs 1 less to activate for each Human ally you control. (Apply this effect only if your champion's class matches this card's class.)

Other Human allies you control get +1 POWER as long as they're attacking."
harness-lightning,Harness Lightning,front,"As long as you control an arcane element Shenju ally, ignore this card's elemental requirements as you activate it.

Choose one—
• Target ally gets +4 POWER until end of turn. Then banish Harness Lightning.
• Empower 4. Then banish Harness Lightning."
revenants-scourge,Revenant’s Scourge,front,"[Class Bonus] On Champion Hit: If there are one or more Curse cards in the hit champion’s lineage, wake up the attacker and draw a card. (Apply this effect only if your champion’s class matches this card’s class.)"
scry-the-stars,Scry the Stars,front,"[Class Bonus] You may banish a card named Scry the Skies from your graveyard rather than pay this card's reserve cost.

Until end of turn, cards you look at while glimpsing have ""Starcalling — (X)"", where X is that card's reserve cost. Glimpse 3."
seafaring-mercenary,Seafaring Mercenary,front,"[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost. Apply this effect only if your champion's class matches this card's class.)"
rafales-slash,Rafale's Slash,front,"[Ciel Bonus] On Attack: You may pay (3). If you do, summon a Vacuous Servant token rested. (Apply this effect only if your champion is Ciel.)"
sinister-mindreaver,Sinister Mindreaver,front,"[Class Bonus] Fast Activation

Ambush (This ally may retaliate against attackers while not defending.)

On Champion Hit: Look at that opponent’s memory. You may discard up to two cards from it. If you do, they draw that many cards into their memory."
poised-rearguard,Poised Rearguard,front,"Hindered (This ally enters the field rested.)

[Class Bonus] Equestrian — On Enter: If you control a Horse ally, wake up Poised Rearguard."
spellshield-astra,Spellshield: Astra,front,"[Class Bonus] This card costs 2 less to activate.

The next time damage would be dealt to your champion this turn, prevent that damage. Glimpse X, where X is the amount of damage prevented this way."
seiryuus-command,Seiryuu's Command,front,"As long as you control an arcane element Shenju ally, ignore this card's elemental requirements as you activate it. 

Until end of turn, whenever target Beast attacks, trigger all of its on attack abilities twice."
set-the-traps,Set the Traps,front,"Target player puts the top two cards of their deck into their graveyard.

[Class Bonus] Put a preparation counter on your champion. (Apply this effect only if your champion's class matches this card's class.)"
razorgale-calling,Razorgale Calling,front,"[Class Bonus] This card costs 2 less to activate. (Apply this effect only if your champion's class matches this card's class.)

Whenever you activate a wind element card, deal 1 damage to target champion."
skilled-aerotheurge,Skilled Aerotheurge,front,"Ranged 2

On Hit: If Skilled Aerotheurge is distant, you may load target wind element Aethercharge card from your graveyard into an Aetherwing weapon you control.

[Class Bonus] Floating Memory"
siphoning-fractal,Siphoning Fractal,front,"Whenever an ally dies, deal 1 damage to target champion you don’t control and recover 1.

Reservable (While paying for a reserve cost, you may rest this object to pay for 1 of that cost.)"
shattering-discharge,Shattering Discharge,front,"You may activate this card from your banishment as long as there's a charge counter on it.

[Class Bonus] Whenever this card is banished from your memory, put a charge counter on it. 

Deal 2 unpreventable damage to target champion. Banish Shattering Discharge."
the-constellatory-spire,The Constellatory Spire,front,"[Class Bonus] This card costs 2 less to activate.

On Enter: Draw a card.

Whenever you negate a card activation, you may rest The Constellatory Spire. When you do, deal 2 damage to target unit."
shu-frontliner,Shu Frontliner,front,"Equestrian — As long as you control a Horse ally, this card costs 1 less to activate.

[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
slip-away,Slip Away,front,"Imbue 2 (You may reserve all cards revealed as you activate this card. If at least two of them are umbra element, this card becomes imbued.)

Target unit becomes distant. If Slip Away is imbued, that unit also gains stealth and spellshroud until end of turn."
stabilizing-capacitance,Stabilizing Capacitance,front,"Put any amount of cards from your memory on the bottom of your deck in any order. Then draw that many cards into your memory.

[Class Bonus] [Level 7+] Draw a card."
amorphous-strike,Amorphous Strike,front,"[Class Bonus] On Attack: You may banish an attack card from your graveyard. If you do, Amorphous Strike gets +X POWER where X is the banished card's power."
shroud-in-mist,Shroud in Mist,front,"[Class Bonus] This card costs 2 less to activate. (Apply this effect only if your champion's class matches this card's class.)

Units you control gain stealth until end of turn. (Units with stealth can't be targeted by attacks unless permitted by true sight.)"
sink-into-oblivion,Sink into Oblivion,front,Target player puts the top three cards of their deck into their graveyard.
